files\FE10Data.cms.decompressed,181419,-,IID_ADEPT
files\FE10Data.cms.decompressed,181429,-,IID_ALONDITE
files\FE10Data.cms.decompressed,181442,-,IID_AMITE
files\FE10Data.cms.decompressed,181452,-,IID_ANASTASISCARD
files\FE10Data.cms.decompressed,181470,-,IID_ANGELROBE
files\FE10Data.cms.decompressed,181484,-,IID_AQQAR
files\FE10Data.cms.decompressed,181494,-,IID_ARBALEST
files\FE10Data.cms.decompressed,181507,-,IID_BARVERT
files\FE10Data.cms.decompressed,181519,-,IID_BASELARD
files\FE10Data.cms.decompressed,181532,-,IID_BATTLEWISE
files\FE10Data.cms.decompressed,181577,BEAB,IID_BEASTBUSTER
files\FE10Data.cms.decompressed,181593,-,IID_BEASTKILLER
files\FE10Data.cms.decompressed,181609,-,IID_BIRDBUSTER
files\FE10Data.cms.decompressed,181732,-,IID_BLACKWAVE
files\FE10Data.cms.decompressed,181746,-,IID_BLESSING
files\FE10Data.cms.decompressed,181759,-,IID_BLIZZARD
files\FE10Data.cms.decompressed,181772,-,IID_BLOSSOM
files\FE10Data.cms.decompressed,181784,-,IID_BLUEGEM
files\FE10Data.cms.decompressed,181796,-,IID_BOLGANONE
files\FE10Data.cms.decompressed,181810,-,IID_BOON
files\FE10Data.cms.decompressed,181819,-,IID_BOOTS
files\FE10Data.cms.decompressed,181829,-,IID_BOWGUN
files\FE10Data.cms.decompressed,181840,BRAA,IID_BRAVEAXE
files\FE10Data.cms.decompressed,181853,BRAB,IID_BRAVEBOW
files\FE10Data.cms.decompressed,181866,BRAL,IID_BRAVELANCE
files\FE10Data.cms.decompressed,181881,BRAS,IID_BRAVESWORD
files\FE10Data.cms.decompressed,181896,BROA,IID_BRONZEAXE
files\FE10Data.cms.decompressed,181910,BROB,IID_BRONZEBOW
files\FE10Data.cms.decompressed,181924,BROD,IID_BRONZEDAGGER
files\FE10Data.cms.decompressed,181941,BROK,IID_BRONZEKNIFE
files\FE10Data.cms.decompressed,181957,BROL,IID_BRONZELANCE
files\FE10Data.cms.decompressed,181973,BROS,IID_BRONZESWORD
files\FE10Data.cms.decompressed,181989,-,IID_CALADBORG
files\FE10Data.cms.decompressed,182003,-,IID_CALL
files\FE10Data.cms.decompressed,182012,-,IID_CANCEL
files\FE10Data.cms.decompressed,182023,-,IID_CELERITY
files\FE10Data.cms.decompressed,182068,CHAG,IID_CHANGEGEM
files\FE10Data.cms.decompressed,182082,-,IID_CHANGESTONE
files\FE10Data.cms.decompressed,182115,-,IID_CHINONBOW
files\FE10Data.cms.decompressed,182159,-,IID_COIN
files\FE10Data.cms.decompressed,182168,-,IID_CONCOCTION
files\FE10Data.cms.decompressed,182183,-,IID_CORROSION
files\FE10Data.cms.decompressed,182197,-,IID_COUNTER
files\FE10Data.cms.decompressed,182209,-,IID_CREIDDYLED
files\FE10Data.cms.decompressed,182224,-,IID_CROSSBOW
files\FE10Data.cms.decompressed,182237,-,IID_CURE
files\FE10Data.cms.decompressed,182246,-,IID_CYMBELINE
files\FE10Data.cms.decompressed,182260,-,IID_DAUNT
files\FE10Data.cms.decompressed,182270,-,IID_DEATHCARD
files\FE10Data.cms.decompressed,182284,DELL,IID_DELICATELANCE
files\FE10Data.cms.decompressed,182302,DELS,IID_DELICATESWORD
files\FE10Data.cms.decompressed,182337,-,IID_DETOXDRUG
files\FE10Data.cms.decompressed,182371,-,IID_DOORKEY
files\FE10Data.cms.decompressed,182383,DRAB,IID_DRAGONBUSTER
files\FE10Data.cms.decompressed,182400,DRAK,IID_DRAGONKILLER
files\FE10Data.cms.decompressed,182417,-,IID_DRAGONSHIELD
files\FE10Data.cms.decompressed,182434,-,IID_ELFIRE
files\FE10Data.cms.decompressed,182445,-,IID_ELIXIR
files\FE10Data.cms.decompressed,182456,-,IID_ELLIGHT
files\FE10Data.cms.decompressed,182468,-,IID_ELSILENCE
files\FE10Data.cms.decompressed,182482,-,IID_ELSLEEP
files\FE10Data.cms.decompressed,182494,-,IID_ELTHUNDER
files\FE10Data.cms.decompressed,182508,-,IID_ELWIND
files\FE10Data.cms.decompressed,182519,-,IID_ENERGYDROP
files\FE10Data.cms.decompressed,182534,-,IID_ENLILSWORD
files\FE10Data.cms.decompressed,182549,-,IID_ETTARD
files\FE10Data.cms.decompressed,182560,-,IID_EXPERT
files\FE10Data.cms.decompressed,182571,-,IID_FENRIR
files\FE10Data.cms.decompressed,182582,-,IID_FIRE
files\FE10Data.cms.decompressed,182604,-,IID_FLORETE
files\FE10Data.cms.decompressed,182616,-,IID_FLUTTER
files\FE10Data.cms.decompressed,182642,-,IID_GAMBLE
files\FE10Data.cms.decompressed,182653,GIGF,IID_GIGAFIRE
files\FE10Data.cms.decompressed,182666,GIGT,IID_GIGATHUNDER
files\FE10Data.cms.decompressed,182682,GIGW,IID_GIGAWIND
files\FE10Data.cms.decompressed,182695,-,IID_GODDESSICON
files\FE10Data.cms.decompressed,182711,GODR,IID_GODDESSROD
files\FE10Data.cms.decompressed,182726,-,IID_GUARD
files\FE10Data.cms.decompressed,182736,-,IID_HALFBEAST
files\FE10Data.cms.decompressed,182750,HFCH,IID_HALFCHANGE
files\FE10Data.cms.decompressed,182765,HAMR,IID_HAMMER
files\FE10Data.cms.decompressed,182776,-,IID_HAMMERNE
files\FE10Data.cms.decompressed,182789,-,IID_HANDAXE
files\FE10Data.cms.decompressed,182801,JAVE,IID_HANDSPEAR
files\FE10Data.cms.decompressed,182815,-,IID_HERB
files\FE10Data.cms.decompressed,182824,-,IID_HIDE
files\FE10Data.cms.decompressed,182833,HLYC,IID_HOLYCROWN
