CANTO,86300
SHOVE,86344
AURORA,86696
FORMSHIFT,86740
AETHER,86784
ASTRA,86828
IMPALE,86872
COLOSSUS,86916
DEADEYE,86960
LUNA,87004
ECLIPSE,87048
BANE,87092
LETHALITY,87136
FLARE,87180
CORONA,87224
SOL,87268
STUN,87312
ROAR,87356
SMASH,87400
SAVAGE,87444
TEAR,87488
IRE,87532
SACRIFICE,87576
GLARE,87620
INSIGHT,87664
VIGILANCE,87708
MANTLE,87752
HOWL,87840
SHRIEK,87884
QUICKCLAW,87928
MAELSTROM,87972
HALFSHIFT,88016
BLESSING,88060
BOON,88104
BLOODTIDE,88148
WHITEPOOL,88192
NIGHTTIDE,88236
SHADE,88280
STILLNESS,88324
CORROSION,88368
DISARM,88412
DISCIPLINE,88456
MIRACLE,88500
RESOLVE,88544
WRATH,88588
CANCEL,88632
ADEPT,88676
COUNTER,88720
VANTAGE,88764
FLOURISH,88808
MERCY,88852
PASS,88896
NIHIL,88940
FORTUNE,88984
NULLIFY,89028
PROVOKE,89072
DAUNT,89116
PARAGON,89160
RENEWAL,89204
IMBUE,89248
BLOSSOM,89292
CELERITY,89424
SAVIOR,89468
GUARD,89512
PAVIS,89556
BEASTFOE,89600
BIRDFOE,89644
DRAGONFOE,89688
PARITY,89732
GAMBLE,89776
SMITE,89820
