13252,PID_DAYNESOLDIER
13348,PID_DAYNEARCHER
13444,PID_DAYNESARMOR
13540,PID_DAYNELARMOR
13636,PID_DAYNEAARMOR
13732,PID_DAYNESKNIGHT
13828,PID_DAYNELKNIGHT
13924,PID_DAYNEAKNIGHT
14020,PID_DAYNEBKNIGHT
14116,PID_DAYNEDKNIGHT
14212,PID_DAYNEFMAGE
14308,PID_DAYNETMAGE
14404,PID_DAYNEWMAGE
14500,PID_DAYNEBLADE
14596,PID_DAYNEFIGHTER
14692,PID_DAYNEPRIEST
14788,PID_DAYNESOLDIER2
14884,PID_DAYNEARCHER2
14980,PID_DAYNESARMOR2
15076,PID_DAYNELARMOR2
15172,PID_DAYNEAARMOR2
15268,PID_DAYNESKNIGHT2
15364,PID_DAYNELKNIGHT2
15460,PID_DAYNEAKNIGHT2
15556,PID_DAYNEBKNIGHT2
15652,PID_DAYNEDKNIGHT2
15748,PID_DAYNEFMAGE2
15844,PID_DAYNETMAGE2
15940,PID_DAYNEWMAGE2
16036,PID_DAYNEDRUID
16132,PID_DAYNEBLADE2
16228,PID_DAYNEFIGHTER2
16324,PID_DAYNEPRIEST2
16420,PID_CRIMEASOLDIER
16516,PID_CRIMEAARCHER
16612,PID_CRIMEASARMOR
16708,PID_CRIMEALARMOR
16804,PID_CRIMEAAARMOR
16900,PID_CRIMEASKNIGHT
16996,PID_CRIMEALKNIGHT
17092,PID_CRIMEAAKNIGHT
17188,PID_CRIMEABKNIGHT
17284,PID_CRIMEAFMAGE
17380,PID_CRIMEATMAGE
17476,PID_CRIMEAWMAGE
17572,PID_CRIMEABLADE
17668,PID_CRIMEAFIGHTER
17764,PID_CRIMEAPRIEST
17860,PID_CRIMEASOLDIER2
17956,PID_CRIMEAARCHER2
18052,PID_CRIMEASARMOR2
18148,PID_CRIMEALARMOR2
18244,PID_CRIMEAAARMOR2
18340,PID_CRIMEASKNIGHT2
18436,PID_CRIMEALKNIGHT2
18532,PID_CRIMEAAKNIGHT2
18628,PID_CRIMEABKNIGHT2
18724,PID_CRIMEAFMAGE2
18820,PID_CRIMEATMAGE2
18916,PID_CRIMEAWMAGE2
19012,PID_CRIMEADRUID
19108,PID_CRIMEABLADE2
19204,PID_CRIMEAFIGHTER
19300,PID_CRIMEAPRIEST2
19396,PID_REBELLIONSOLDIER
19492,PID_REBELLIONARCHER
19588,PID_REBELLIONSARMOR
19684,PID_REBELLIONLARMOR
19780,PID_REBELLIONAARMOR
19876,PID_REBELLIONSKNIGHT
19972,PID_REBELLIONLKNIGHT
20068,PID_REBELLIONAKNIGHT
20164,PID_REBELLIONBKNIGHT
20260,PID_REBELLIONFMAGE
20356,PID_REBELLIONTMAGE
20452,PID_REBELLIONWMAGE
20548,PID_REBELLIONSOLDIER3
20644,PID_REBELLIONARCHER3
20740,PID_REBELLIONBLADE
20836,PID_REBELLIONFIGHTER
20932,PID_REBELLIONSARMOR3
21028,PID_REBELLIONLARMOR3
21124,PID_REBELLIONAARMOR3
21220,PID_REBELLIONSKNIGHT3
21316,PID_REBELLIONLKNIGHT3
21412,PID_REBELLIONAKNIGHT3
21508,PID_REBELLIONPRIEST
21604,PID_REBELLIONSOLDIER2
21700,PID_REBELLIONARCHER2
21796,PID_REBELLIONSARMOR2
21892,PID_REBELLIONLARMOR2
21988,PID_REBELLIONAARMOR2
22084,PID_REBELLIONSKNIGHT2
22180,PID_REBELLIONLKNIGHT2
22276,PID_REBELLIONAKNIGHT2
22372,PID_REBELLIONBKNIGHT2
22468,PID_REBELLIONFMAGE2
22564,PID_REBELLIONTMAGE2
22660,PID_REBELLIONWMAGE2
22756,PID_REBELLIONDRUID
22852,PID_REBELLIONSOLDIER4
22948,PID_REBELLIONARCHER4
23044,PID_REBELLIONBLADE2
23140,PID_REBELLIONFIGHTER2
23236,PID_REBELLIONPRIEST2
23332,PID_REBELLIONBLADE2
23428,PID_REBELLIONFIGHTER2_B
23524,PID_APOSTLESOLDIER
23620,PID_APOSTLEARCHER
23716,PID_APOSTLESARMOR
23812,PID_APOSTLELARMOR
23908,PID_APOSTLEAARMOR
24004,PID_APOSTLESKNIGHT
24100,PID_APOSTLELKNIGHT
24196,PID_APOSTLEAKNIGHT
24292,PID_APOSTLEBKNIGHT
24388,PID_APOSTLEPKNIGHT
24484,PID_APOSTLEDKNIGHT
24580,PID_APOSTLEFMAGE
24676,PID_APOSTLETMAGE
24772,PID_APOSTLEWMAGE
24868,PID_APOSTLEDRUID
24964,PID_APOSTLEBLADE
25060,PID_APOSTLEFIGHTER
25156,PID_APOSTLEPRIEST
29764,PID_MARADSKNIGHT
29860,PID_MARADLKNIGHT
29956,PID_MARADAKNIGHT
30052,PID_MARADBKNIGHT
31012,PID_2_MAP2_GUARD
